Type,Technology,Node,Hour,Value
Generation,batt,north,1608,
Generation,batt,south,1608,
Charge,batt,north,1608,0.0
Discharge,batt,north,1608,0.0
Storage,batt,north,1608,25706.771
Charge,batt,south,1608,0.0
Discharge,batt,south,1608,27624.6
Storage,batt,south,1608,154253.7
Flow,TX,North-South,1608,-11049.84
Generation,wind,north,1609,0.0
Generation,wind,south,1609,0.0
Generation,solar,north,1609,0.0
Generation,solar,south,1609,0.0
Generation,gas,north,1609,0.0
Generation,gas,south,1609,0.0
Generation,batt,north,1609,
Generation,batt,south,1609,
Charge,batt,north,1609,0.0
Discharge,batt,north,1609,4730.017
Storage,batt,north,1609,20976.754
Charge,batt,south,1609,0.0
Discharge,batt,south,1609,23716.383
Storage,batt,south,1609,130537.32
Flow,TX,North-South,1609,-6648.543
Generation,wind,north,1610,0.0
Generation,wind,south,1610,0.0
Generation,solar,north,1610,0.0
Generation,solar,south,1610,0.0
Generation,gas,north,1610,0.0
Generation,gas,south,1610,0.0
Generation,batt,north,1610,
Generation,batt,south,1610,
Charge,batt,north,1610,0.0
Discharge,batt,north,1610,6992.2514
Storage,batt,north,1610,13984.503
Charge,batt,south,1610,0.0
Discharge,batt,south,1610,24756.149
Storage,batt,south,1610,105781.17
Flow,TX,North-South,1610,-5707.1086
Generation,wind,north,1611,0.0
Generation,wind,south,1611,0.0
Generation,solar,north,1611,0.0
Generation,solar,south,1611,1132.7645
Generation,gas,north,1611,0.0
Generation,gas,south,1611,0.0
Generation,batt,north,1611,
Generation,batt,south,1611,
Charge,batt,north,1611,0.0
Discharge,batt,north,1611,0.0
Storage,batt,north,1611,13984.503
Charge,batt,south,1611,0.0
Discharge,batt,south,1611,31865.235
Storage,batt,south,1611,73915.936
Flow,TX,North-South,1611,-13199.2
Generation,wind,north,1612,0.0
Generation,wind,south,1612,0.0
Generation,solar,north,1612,0.0
Generation,solar,south,1612,14725.939
Generation,gas,north,1612,0.0
Generation,gas,south,1612,0.0
Generation,batt,north,1612,
Generation,batt,south,1612,
Charge,batt,north,1612,0.0
Discharge,batt,north,1612,0.0
Storage,batt,north,1612,13984.503
Charge,batt,south,1612,0.0
Discharge,batt,south,1612,20456.461
Storage,batt,south,1612,53459.475
Flow,TX,North-South,1612,-14072.96
Generation,wind,north,1613,0.0
Generation,wind,south,1613,0.0
Generation,solar,north,1613,0.0
Generation,solar,south,1613,0.0
Generation,gas,north,1613,0.0
Generation,gas,south,1613,0.0
Generation,batt,north,1613,
Generation,batt,south,1613,
Charge,batt,north,1613,0.0
Discharge,batt,north,1613,6992.2514
Storage,batt,north,1613,6992.2514
Charge,batt,south,1613,0.0
Discharge,batt,south,1613,27115.549
Storage,batt,south,1613,26343.926
Flow,TX,North-South,1613,-6650.8686
Generation,wind,north,1614,0.0
Generation,wind,south,1614,0.0
Generation,solar,north,1614,0.0
Generation,solar,south,1614,5663.8227
Generation,gas,north,1614,0.0
Generation,gas,south,1614,0.0
Generation,batt,north,1614,
Generation,batt,south,1614,
Charge,batt,north,1614,0.0
Discharge,batt,north,1614,6992.2514
Storage,batt,north,1614,0.0
Charge,batt,south,1614,0.0
Discharge,batt,south,1614,26343.926
Storage,batt,south,1614,0.0
Flow,TX,North-South,1614,-8607.7486
Generation,wind,north,1615,0.0
Generation,wind,south,1615,0.0
Generation,solar,north,1615,0.0
Generation,solar,south,1615,35608.4
Generation,gas,north,1615,0.0
Generation,gas,south,1615,0.0
Generation,batt,north,1615,
Generation,batt,south,1615,
Charge,batt,north,1615,0.0
Discharge,batt,north,1615,0.0
Storage,batt,north,1615,0.0
Charge,batt,south,1615,0.0
Discharge,batt,south,1615,0.0
Storage,batt,south,1615,0.0
Flow,TX,North-South,1615,-14243.36
Generation,wind,north,1616,0.0
Generation,wind,south,1616,0.0
Generation,solar,north,1616,0.0
Generation,solar,south,1616,36674.4
Generation,gas,north,1616,0.0
Generation,gas,south,1616,0.0
Generation,batt,north,1616,
Generation,batt,south,1616,
Charge,batt,north,1616,0.0
Discharge,batt,north,1616,0.0
Storage,batt,north,1616,0.0
Charge,batt,south,1616,0.0
Discharge,batt,south,1616,0.0
Storage,batt,south,1616,0.0
Flow,TX,North-South,1616,-14669.76
Generation,wind,north,1617,0.0
Generation,wind,south,1617,0.0
Generation,solar,north,1617,0.0
Generation,solar,south,1617,37950.2
Generation,gas,north,1617,0.0
Generation,gas,south,1617,0.0
Generation,batt,north,1617,
Generation,batt,south,1617,
Charge,batt,north,1617,0.0
Discharge,batt,north,1617,0.0
Storage,batt,north,1617,0.0
Charge,batt,south,1617,0.0
Discharge,batt,south,1617,0.0
Storage,batt,south,1617,0.0
Flow,TX,North-South,1617,-15180.08
Generation,wind,north,1618,0.0
Generation,wind,south,1618,0.0
Generation,solar,north,1618,0.0
Generation,solar,south,1618,43368.6
Generation,gas,north,1618,0.0
Generation,gas,south,1618,0.0
Generation,batt,north,1618,
Generation,batt,south,1618,
Charge,batt,north,1618,0.0
Discharge,batt,north,1618,0.0
Storage,batt,north,1618,0.0
Charge,batt,south,1618,0.0
Discharge,batt,south,1618,0.0
Storage,batt,south,1618,0.0
Flow,TX,North-South,1618,-17347.44
Generation,wind,north,1619,0.0
Generation,wind,south,1619,0.0
Generation,solar,north,1619,0.0
Generation,solar,south,1619,39724.0
Generation,gas,north,1619,0.0
Generation,gas,south,1619,0.0
Generation,batt,north,1619,
Generation,batt,south,1619,
Charge,batt,north,1619,0.0
Discharge,batt,north,1619,0.0
Storage,batt,north,1619,0.0
Charge,batt,south,1619,0.0
Discharge,batt,south,1619,0.0
Storage,batt,south,1619,0.0
Flow,TX,North-South,1619,-15889.6
Generation,wind,north,1620,0.0
Generation,wind,south,1620,0.0
Generation,solar,north,1620,0.0
Generation,solar,south,1620,39351.0
Generation,gas,north,1620,0.0
Generation,gas,south,1620,0.0
Generation,batt,north,1620,
Generation,batt,south,1620,
Charge,batt,north,1620,0.0
Discharge,batt,north,1620,0.0
Storage,batt,north,1620,0.0
Charge,batt,south,1620,0.0
Discharge,batt,south,1620,0.0
Storage,batt,south,1620,0.0
Flow,TX,North-South,1620,-15740.4
Generation,wind,north,1621,0.0
Generation,wind,south,1621,0.0
Generation,solar,north,1621,0.0
Generation,solar,south,1621,39564.0
Generation,gas,north,1621,0.0
Generation,gas,south,1621,0.0
Generation,batt,north,1621,
Generation,batt,south,1621,
Charge,batt,north,1621,0.0
Discharge,batt,north,1621,0.0
Storage,batt,north,1621,0.0
Charge,batt,south,1621,0.0
Discharge,batt,south,1621,0.0
Storage,batt,south,1621,0.0
Flow,TX,North-South,1621,-15825.6
Generation,wind,north,1622,0.0
Generation,wind,south,1622,0.0
Generation,solar,north,1622,0.0
Generation,solar,south,1622,44243.56
Generation,gas,north,1622,0.0
Generation,gas,south,1622,0.0
Generation,batt,north,1622,
Generation,batt,south,1622,
Charge,batt,north,1622,5364.3598
Discharge,batt,north,1622,0.0
Storage,batt,north,1622,4827.9238
Charge,batt,south,1622,0.0
Discharge,batt,south,1622,0.0
Storage,batt,south,1622,0.0
Flow,TX,North-South,1622,-20916.04
Generation,wind,north,1623,0.0
Generation,wind,south,1623,0.0
Generation,solar,north,1623,0.0
Generation,solar,south,1623,132350.78
Generation,gas,north,1623,0.0
Generation,gas,south,1623,0.0
Generation,batt,north,1623,
Generation,batt,south,1623,
Charge,batt,north,1623,5720.8398
Discharge,batt,north,1623,0.0
Storage,batt,north,1623,9976.6797
Charge,batt,south,1623,88641.943
Discharge,batt,south,1623,0.0
Storage,batt,south,1623,79777.748
Flow,TX,North-South,1623,-20916.04
Generation,wind,north,1624,0.0
Generation,wind,south,1624,0.0
Generation,solar,north,1624,0.0
Generation,solar,south,1624,139814.55
Generation,gas,north,1624,0.0
Generation,gas,south,1624,0.0
Generation,batt,north,1624,
Generation,batt,south,1624,
Charge,batt,north,1624,6715.6398
Discharge,batt,north,1624,0.0
Storage,batt,north,1624,16020.756
Charge,batt,south,1624,97597.915
Discharge,batt,south,1624,0.0
Storage,batt,south,1624,167615.87
Flow,TX,North-South,1624,-20916.04
Generation,wind,north,1625,0.0
Generation,wind,south,1625,0.0
Generation,solar,north,1625,0.0
Generation,solar,south,1625,114409.22
Generation,gas,north,1625,0.0
Generation,gas,south,1625,0.0
Generation,batt,north,1625,
Generation,batt,south,1625,
Charge,batt,north,1625,6992.2514
Discharge,batt,north,1625,0.0
Storage,batt,north,1625,22313.782
Charge,batt,south,1625,72902.166
Discharge,batt,south,1625,0.0
Storage,batt,south,1625,233227.82
Flow,TX,North-South,1625,-20798.171
Generation,wind,north,1626,0.0
Generation,wind,south,1626,0.0
Generation,solar,north,1626,0.0
Generation,solar,south,1626,0.0
Generation,gas,north,1626,0.0
Generation,gas,south,1626,0.0
Generation,batt,north,1626,
Generation,batt,south,1626,
Charge,batt,north,1626,0.0
Discharge,batt,north,1626,0.0
Storage,batt,north,1626,22313.782
Charge,batt,south,1626,0.0
Discharge,batt,south,1626,29077.2
Storage,batt,south,1626,204150.62
Flow,TX,North-South,1626,-11630.88
Generation,wind,north,1627,0.0
Generation,wind,south,1627,0.0
Generation,solar,north,1627,0.0
Generation,solar,south,1627,0.0
Generation,gas,north,1627,0.0
Generation,gas,south,1627,0.0
Generation,batt,north,1627,
Generation,batt,south,1627,
Charge,batt,north,1627,0.0
Discharge,batt,north,1627,0.0
Storage,batt,north,1627,22313.782
Charge,batt,south,1627,0.0
Discharge,batt,south,1627,29982.0
Storage,batt,south,1627,174168.62
Flow,TX,North-South,1627,-11992.8
Generation,wind,north,1628,0.0
Generation,wind,south,1628,0.0
Generation,solar,north,1628,0.0
Generation,solar,south,1628,18690.615
Generation,gas,north,1628,0.0
Generation,gas,south,1628,0.0
Generation,batt,north,1628,
Generation,batt,south,1628,
Charge,batt,north,1628,0.0
Discharge,batt,north,1628,6992.2514
Storage,batt,north,1628,15321.53
Charge,batt,south,1628,0.0
Discharge,batt,south,1628,2707.7338
Storage,batt,south,1628,171460.89
Flow,TX,North-South,1628,-4363.9886
Generation,wind,north,1629,0.0
Generation,wind,south,1629,0.0
Generation,solar,north,1629,0.0
Generation,solar,south,1629,0.0
Generation,gas,north,1629,0.0
Generation,gas,south,1629,0.0
Generation,batt,north,1629,
Generation,batt,south,1629,
Charge,batt,north,1629,0.0
Discharge,batt,north,1629,0.0
Storage,batt,north,1629,15321.53
Charge,batt,south,1629,0.0
Discharge,batt,south,1629,30286.8
Storage,batt,south,1629,141174.09
Flow,TX,North-South,1629,-12114.72
Generation,wind,north,1630,0.0
Generation,wind,south,1630,0.0
Generation,solar,north,1630,0.0
Generation,solar,south,1630,27186.349
Generation,gas,north,1630,0.0
Generation,gas,south,1630,0.0
Generation,batt,north,1630,
Generation,batt,south,1630,
Charge,batt,north,1630,0.0
Discharge,batt,north,1630,1488.6512
Storage,batt,north,1630,13832.879
Charge,batt,south,1630,0.0
Discharge,batt,south,1630,0.0
Storage,batt,south,1630,141174.09
Flow,TX,North-South,1630,-9981.3488
Generation,wind,north,1631,0.0
Generation,wind,south,1631,0.0
Generation,solar,north,1631,0.0
Generation,solar,south,1631,24354.437
Generation,gas,north,1631,0.0
Generation,gas,south,1631,0.0
Generation,batt,north,1631,
Generation,batt,south,1631,
Charge,batt,north,1631,0.0
Discharge,batt,north,1631,0.0
Storage,batt,north,1631,13832.879
Charge,batt,south,1631,0.0
Discharge,batt,south,1631,3411.3626
Storage,batt,south,1631,137762.72
Flow,TX,North-South,1631,-11106.32
Generation,wind,north,1632,0.0
Generation,wind,south,1632,0.0
Generation,solar,north,1632,0.0
Generation,solar,south,1632,0.0
Generation,gas,north,1632,0.0
Generation,gas,south,1632,0.0
Generation,batt,north,1632,
Generation,batt,south,1632,
Charge,batt,north,1632,0.0
Discharge,batt,north,1632,6840.6277
Storage,batt,north,1632,6992.2514
Charge,batt,south,1632,0.0
Discharge,batt,south,1632,18762.972
Storage,batt,south,1632,118999.75
Flow,TX,North-South,1632,-3400.8123
Generation,wind,north,1633,0.0
Generation,wind,south,1633,0.0
Generation,solar,north,1633,0.0
Generation,solar,south,1633,11327.645
Generation,gas,north,1633,0.0
Generation,gas,south,1633,0.0
Generation,batt,north,1633,
Generation,batt,south,1633,
Charge,batt,north,1633,0.0
Discharge,batt,north,1633,0.0
Storage,batt,north,1633,6992.2514
Charge,batt,south,1633,0.0
Discharge,batt,south,1633,17917.355
Storage,batt,south,1633,101082.4
Flow,TX,North-South,1633,-11698.0
Generation,wind,north,1634,0.0
Generation,wind,south,1634,0.0
Generation,solar,north,1634,0.0
Generation,solar,south,1634,3964.6759
Generation,gas,north,1634,0.0
Generation,gas,south,1634,0.0
Generation,batt,north,1634,
Generation,batt,south,1634,
Charge,batt,north,1634,0.0
Discharge,batt,north,1634,0.0
Storage,batt,north,1634,6992.2514
Charge,batt,south,1634,0.0
Discharge,batt,south,1634,25698.324
Storage,batt,south,1634,75384.074
Flow,TX,North-South,1634,-11865.2
Generation,wind,north,1635,0.0
Generation,wind,south,1635,0.0
Generation,solar,north,1635,0.0
Generation,solar,south,1635,21522.526
Generation,gas,north,1635,0.0
Generation,gas,south,1635,0.0
Generation,batt,north,1635,
Generation,batt,south,1635,
Charge,batt,north,1635,0.0
Discharge,batt,north,1635,6992.2514
Storage,batt,north,1635,0.0
Charge,batt,south,1635,0.0
Discharge,batt,south,1635,2989.4225
Storage,batt,south,1635,72394.651
Flow,TX,North-South,1635,-5609.4286
Generation,wind,north,1636,0.0
Generation,wind,south,1636,0.0
Generation,solar,north,1636,0.0
Generation,solar,south,1636,9628.4985
Generation,gas,north,1636,0.0
Generation,gas,south,1636,0.0
Generation,batt,north,1636,
Generation,batt,south,1636,
Charge,batt,north,1636,0.0
Discharge,batt,north,1636,0.0
Storage,batt,north,1636,0.0
Charge,batt,south,1636,0.0
Discharge,batt,south,1636,22240.301
Storage,batt,south,1636,50154.35
Flow,TX,North-South,1636,-12747.52
Generation,wind,north,1637,0.0
Generation,wind,south,1637,0.0
Generation,solar,north,1637,0.0
Generation,solar,south,1637,17557.85
Generation,gas,north,1637,0.0
Generation,gas,south,1637,0.0
Generation,batt,north,1637,
Generation,batt,south,1637,
Charge,batt,north,1637,0.0
Discharge,batt,north,1637,0.0
Storage,batt,north,1637,0.0
Charge,batt,south,1637,0.0
Discharge,batt,south,1637,17444.95
Storage,batt,south,1637,32709.4
Flow,TX,North-South,1637,-14001.12
Generation,wind,north,1638,0.0
Generation,wind,south,1638,0.0
Generation,solar,north,1638,0.0
Generation,solar,south,1638,0.0
Generation,gas,north,1638,0.0
Generation,gas,south,1638,0.0
Generation,batt,north,1638,
Generation,batt,south,1638,
Charge,batt,north,1638,0.0
Discharge,batt,north,1638,0.0
Storage,batt,north,1638,0.0
Charge,batt,south,1638,0.0
Discharge,batt,south,1638,32709.4
Storage,batt,south,1638,0.0
Flow,TX,North-South,1638,-13083.76
Generation,wind,north,1639,0.0
Generation,wind,south,1639,0.0
Generation,solar,north,1639,0.0
Generation,solar,south,1639,35980.8
Generation,gas,north,1639,0.0
Generation,gas,south,1639,0.0
Generation,batt,north,1639,
Generation,batt,south,1639,
Charge,batt,north,1639,0.0
Discharge,batt,north,1639,0.0
Storage,batt,north,1639,0.0
Charge,batt,south,1639,0.0
Discharge,batt,south,1639,0.0
Storage,batt,south,1639,0.0
Flow,TX,North-South,1639,-14392.32
Generation,wind,north,1640,0.0
Generation,wind,south,1640,0.0
Generation,solar,north,1640,0.0
Generation,solar,south,1640,38781.6
Generation,gas,north,1640,0.0
Generation,gas,south,1640,0.0
Generation,batt,north,1640,
Generation,batt,south,1640,
Charge,batt,north,1640,0.0
Discharge,batt,north,1640,0.0
Storage,batt,north,1640,0.0
Charge,batt,south,1640,0.0
Discharge,batt,south,1640,0.0
Storage,batt,south,1640,0.0
Flow,TX,North-South,1640,-15512.64
Generation,wind,north,1641,0.0
Generation,wind,south,1641,0.0
Generation,solar,north,1641,0.0
Generation,solar,south,1641,38623.6
Generation,gas,north,1641,0.0
Generation,gas,south,1641,0.0
Generation,batt,north,1641,
Generation,batt,south,1641,
Charge,batt,north,1641,0.0
Discharge,batt,north,1641,0.0
Storage,batt,north,1641,0.0
Charge,batt,south,1641,0.0
Discharge,batt,south,1641,0.0
Storage,batt,south,1641,0.0
Flow,TX,North-South,1641,-15449.44
Generation,wind,north,1642,0.0
Generation,wind,south,1642,0.0
Generation,solar,north,1642,0.0
Generation,solar,south,1642,38941.0
Generation,gas,north,1642,0.0
Generation,gas,south,1642,0.0
Generation,batt,north,1642,
Generation,batt,south,1642,
Charge,batt,north,1642,0.0
Discharge,batt,north,1642,0.0
Storage,batt,north,1642,0.0
Charge,batt,south,1642,0.0
Discharge,batt,south,1642,0.0
Storage,batt,south,1642,0.0
Flow,TX,North-South,1642,-15576.4
Generation,wind,north,1643,0.0
Generation,wind,south,1643,0.0
Generation,solar,north,1643,0.0
Generation,solar,south,1643,39411.6
Generation,gas,north,1643,0.0
Generation,gas,south,1643,0.0
Generation,batt,north,1643,
Generation,batt,south,1643,
Charge,batt,north,1643,0.0
Discharge,batt,north,1643,0.0
Storage,batt,north,1643,0.0
Charge,batt,south,1643,0.0
Discharge,batt,south,1643,0.0
Storage,batt,south,1643,0.0
Flow,TX,North-South,1643,-15764.64
Generation,wind,north,1644,0.0
Generation,wind,south,1644,0.0
Generation,solar,north,1644,0.0
Generation,solar,south,1644,41143.6
Generation,gas,north,1644,0.0
Generation,gas,south,1644,0.0
Generation,batt,north,1644,
Generation,batt,south,1644,
Charge,batt,north,1644,0.0
Discharge,batt,north,1644,0.0
Storage,batt,north,1644,0.0
Charge,batt,south,1644,0.0
Discharge,batt,south,1644,0.0
Storage,batt,south,1644,0.0
Flow,TX,North-South,1644,-16457.44
Generation,wind,north,1645,0.0
Generation,wind,south,1645,0.0
Generation,solar,north,1645,0.0
Generation,solar,south,1645,36266.0
Generation,gas,north,1645,0.0
Generation,gas,south,1645,0.0
Generation,batt,north,1645,
Generation,batt,south,1645,
Charge,batt,north,1645,0.0
Discharge,batt,north,1645,0.0
Storage,batt,north,1645,0.0
Charge,batt,south,1645,0.0
Discharge,batt,south,1645,0.0
Storage,batt,south,1645,0.0
Flow,TX,North-South,1645,-14506.4
Generation,wind,north,1646,0.0
Generation,wind,south,1646,0.0
Generation,solar,north,1646,0.0
Generation,solar,south,1646,56188.413
Generation,gas,north,1646,0.0
Generation,gas,south,1646,0.0
Generation,batt,north,1646,
Generation,batt,south,1646,
Charge,batt,north,1646,0.0
Discharge,batt,north,1646,0.0
Storage,batt,north,1646,0.0
Charge,batt,south,1646,19278.413
Discharge,batt,south,1646,0.0
Storage,batt,south,1646,17350.572
Flow,TX,North-South,1646,-14764.0
Generation,wind,north,1647,0.0
Generation,wind,south,1647,0.0
Generation,solar,north,1647,0.0
Generation,solar,south,1647,141416.91
Generation,gas,north,1647,0.0
Generation,gas,south,1647,0.0
Generation,batt,north,1647,
Generation,batt,south,1647,
Charge,batt,north,1647,5647.3998
Discharge,batt,north,1647,0.0
Storage,batt,north,1647,5082.6598
Charge,batt,south,1647,97597.915
Discharge,batt,south,1647,0.0
Storage,batt,south,1647,105188.69
Flow,TX,North-South,1647,-20916.04
Generation,wind,north,1648,0.0
Generation,wind,south,1648,0.0
Generation,solar,north,1648,0.0
Generation,solar,south,1648,139599.63
Generation,gas,north,1648,0.0
Generation,gas,south,1648,0.0
Generation,batt,north,1648,
Generation,batt,south,1648,
Charge,batt,north,1648,6858.9198
Discharge,batt,north,1648,0.0
Storage,batt,north,1648,11255.688
Charge,batt,south,1648,97597.915
Discharge,batt,south,1648,0.0
Storage,batt,south,1648,193026.82
Flow,TX,North-South,1648,-20916.04
Generation,wind,north,1649,0.0
Generation,wind,south,1649,0.0
Generation,solar,north,1649,0.0
Generation,solar,south,1649,139541.67
Generation,gas,north,1649,0.0
Generation,gas,south,1649,0.0
Generation,batt,north,1649,
Generation,batt,south,1649,
Charge,batt,north,1649,6897.5598
Discharge,batt,north,1649,0.0
Storage,batt,north,1649,17463.492
Charge,batt,south,1649,97597.915
Discharge,batt,south,1649,0.0
Storage,batt,south,1649,280864.94
Flow,TX,North-South,1649,-20916.04
Generation,wind,north,1650,0.0
Generation,wind,south,1650,0.0
Generation,solar,north,1650,0.0
Generation,solar,south,1650,5097.4404
Generation,gas,north,1650,0.0
Generation,gas,south,1650,0.0
Generation,batt,north,1650,
Generation,batt,south,1650,
Charge,batt,north,1650,0.0
Discharge,batt,north,1650,0.0
Storage,batt,north,1650,17463.492
Charge,batt,south,1650,0.0
Discharge,batt,south,1650,27278.16
Storage,batt,south,1650,253586.78
Flow,TX,North-South,1650,-12950.24
Generation,wind,north,1651,0.0
Generation,wind,south,1651,0.0
Generation,solar,north,1651,0.0
Generation,solar,south,1651,0.0
Generation,gas,north,1651,0.0
Generation,gas,south,1651,0.0
Generation,batt,north,1651,
Generation,batt,south,1651,
Charge,batt,north,1651,0.0
Discharge,batt,north,1651,6992.2514
Storage,batt,north,1651,10471.24
Charge,batt,south,1651,0.0
Discharge,batt,south,1651,21183.349
Storage,batt,south,1651,232403.43
Flow,TX,North-South,1651,-4277.9886
Generation,wind,north,1652,0.0
Generation,wind,south,1652,0.0
Generation,solar,north,1652,0.0
Generation,solar,south,1652,27186.349
Generation,gas,north,1652,0.0
Generation,gas,south,1652,0.0
Generation,batt,north,1652,
Generation,batt,south,1652,
Charge,batt,north,1652,0.0
Discharge,batt,north,1652,0.0
Storage,batt,north,1652,10471.24
Charge,batt,south,1652,0.0
Discharge,batt,south,1652,507.85123
Storage,batt,south,1652,231895.58
Flow,TX,North-South,1652,-11077.68
Generation,wind,north,1653,0.0
Generation,wind,south,1653,0.0
Generation,solar,north,1653,0.0
Generation,solar,south,1653,23221.673
Generation,gas,north,1653,0.0
Generation,gas,south,1653,0.0
Generation,batt,north,1653,
Generation,batt,south,1653,
Charge,batt,north,1653,0.0
Discharge,batt,north,1653,0.0
Storage,batt,north,1653,10471.24
Charge,batt,south,1653,0.0
Discharge,batt,south,1653,4203.1271
Storage,batt,south,1653,227692.45
Flow,TX,North-South,1653,-10969.92
Generation,wind,north,1654,0.0
Generation,wind,south,1654,0.0
Generation,solar,north,1654,0.0
Generation,solar,south,1654,6230.2049
Generation,gas,north,1654,0.0
Generation,gas,south,1654,0.0
Generation,batt,north,1654,
Generation,batt,south,1654,
Charge,batt,north,1654,0.0
Discharge,batt,north,1654,0.0
Storage,batt,north,1654,10471.24
Charge,batt,south,1654,0.0
Discharge,batt,south,1654,22789.795
Storage,batt,south,1654,204902.66
Flow,TX,North-South,1654,-11608.0
Generation,wind,north,1655,0.0
Generation,wind,south,1655,0.0
Generation,solar,north,1655,0.0
Generation,solar,south,1655,0.0
Generation,gas,north,1655,0.0
Generation,gas,south,1655,0.0
Generation,batt,north,1655,
Generation,batt,south,1655,
Charge,batt,north,1655,0.0
Discharge,batt,north,1655,0.0
Storage,batt,north,1655,10471.24
Charge,batt,south,1655,0.0
Discharge,batt,south,1655,26699.0
Storage,batt,south,1655,178203.66
Flow,TX,North-South,1655,-10679.6
Generation,wind,north,1656,0.0
Generation,wind,south,1656,0.0
Generation,solar,north,1656,0.0
Generation,solar,south,1656,0.0
Generation,gas,north,1656,0.0
Generation,gas,south,1656,0.0
Generation,batt,north,1656,
Generation,batt,south,1656,
Charge,batt,north,1656,0.0
Discharge,batt,north,1656,6992.2514
Storage,batt,north,1656,3478.9887
Charge,batt,south,1656,0.0
Discharge,batt,south,1656,19248.949
Storage,batt,south,1656,158954.71
Flow,TX,North-South,1656,-3504.2286
Generation,wind,north,1657,0.0
Generation,wind,south,1657,0.0
Generation,solar,north,1657,0.0
Generation,solar,south,1657,16425.086
Generation,gas,north,1657,0.0
Generation,gas,south,1657,0.0
Generation,batt,north,1657,
Generation,batt,south,1657,
Charge,batt,north,1657,0.0
Discharge,batt,north,1657,0.0
Storage,batt,north,1657,3478.9887
Charge,batt,south,1657,0.0
Discharge,batt,south,1657,12359.314
Storage,batt,south,1657,146595.4
Flow,TX,North-South,1657,-11513.76
Generation,wind,north,1658,0.0
Generation,wind,south,1658,0.0
Generation,solar,north,1658,0.0
Generation,solar,south,1658,0.0
Generation,gas,north,1658,0.0
Generation,gas,south,1658,0.0
Generation,batt,north,1658,
Generation,batt,south,1658,
Charge,batt,north,1658,0.0
Discharge,batt,north,1658,0.0
Storage,batt,north,1658,3478.9887
Charge,batt,south,1658,0.0
Discharge,batt,south,1658,31925.4
Storage,batt,south,1658,114670.0
Flow,TX,North-South,1658,-12770.16
Generation,wind,north,1659,0.0
Generation,wind,south,1659,0.0
Generation,solar,north,1659,0.0
Generation,solar,south,1659,3964.6759
Generation,gas,north,1659,0.0
Generation,gas,south,1659,0.0
Generation,batt,north,1659,
Generation,batt,south,1659,
Charge,batt,north,1659,0.0
Discharge,batt,north,1659,3478.9887
Storage,batt,north,1659,0.0
Charge,batt,south,1659,0.0
Discharge,batt,south,1659,23827.935
Storage,batt,south,1659,90842.061
Flow,TX,North-South,1659,-9029.6513
Generation,wind,north,1660,0.0
Generation,wind,south,1660,0.0
Generation,solar,north,1660,0.0
Generation,solar,south,1660,0.0
Generation,gas,north,1660,0.0
Generation,gas,south,1660,0.0
Generation,batt,north,1660,
Generation,batt,south,1660,
Charge,batt,north,1660,0.0
Discharge,batt,north,1660,0.0
Storage,batt,north,1660,0.0
Charge,batt,south,1660,0.0
Discharge,batt,south,1660,32765.0
Storage,batt,south,1660,58077.061
Flow,TX,North-South,1660,-13106.0
Generation,wind,north,1661,0.0
Generation,wind,south,1661,0.0
Generation,solar,north,1661,0.0
Generation,solar,south,1661,14725.939
Generation,gas,north,1661,0.0
Generation,gas,south,1661,0.0
Generation,batt,north,1661,
Generation,batt,south,1661,
Charge,batt,north,1661,0.0
Discharge,batt,north,1661,0.0
Storage,batt,north,1661,0.0
Charge,batt,south,1661,0.0
Discharge,batt,south,1661,21176.661
Storage,batt,south,1661,36900.4
Flow,TX,North-South,1661,-14361.04
Generation,wind,north,1662,0.0
Generation,wind,south,1662,0.0
Generation,solar,north,1662,0.0
Generation,solar,south,1662,0.0
Generation,gas,north,1662,0.0
Generation,gas,south,1662,0.0
Generation,batt,north,1662,
Generation,batt,south,1662,
Charge,batt,north,1662,0.0
Discharge,batt,north,1662,0.0
Storage,batt,north,1662,0.0
Charge,batt,south,1662,0.0
Discharge,batt,south,1662,36900.4
Storage,batt,south,1662,0.0
Flow,TX,North-South,1662,-14760.16
Generation,wind,north,1663,0.0
Generation,wind,south,1663,0.0
Generation,solar,north,1663,0.0
Generation,solar,south,1663,33955.0
Generation,gas,north,1663,0.0
Generation,gas,south,1663,0.0
Generation,batt,north,1663,
Generation,batt,south,1663,
Charge,batt,north,1663,0.0
Discharge,batt,north,1663,0.0
Storage,batt,north,1663,0.0
Charge,batt,south,1663,0.0
Discharge,batt,south,1663,0.0
Storage,batt,south,1663,0.0
Flow,TX,North-South,1663,-13582.0
Generation,wind,north,1664,0.0
Generation,wind,south,1664,0.0
Generation,solar,north,1664,0.0
Generation,solar,south,1664,38619.6
Generation,gas,north,1664,0.0
Generation,gas,south,1664,0.0
Generation,batt,north,1664,
Generation,batt,south,1664,
Charge,batt,north,1664,0.0
Discharge,batt,north,1664,0.0
Storage,batt,north,1664,0.0
Charge,batt,south,1664,0.0
Discharge,batt,south,1664,0.0
Storage,batt,south,1664,0.0
Flow,TX,North-South,1664,-15447.84
Generation,wind,north,1665,0.0
Generation,wind,south,1665,0.0
Generation,solar,north,1665,0.0
Generation,solar,south,1665,42139.6
Generation,gas,north,1665,0.0
Generation,gas,south,1665,0.0
Generation,batt,north,1665,
Generation,batt,south,1665,
Charge,batt,north,1665,0.0
Discharge,batt,north,1665,0.0
Storage,batt,north,1665,0.0
