Type,Technology,Node,Hour,Value
Charge,batt,south,1665,0.0
Discharge,batt,south,1665,0.0
Storage,batt,south,1665,0.0
Flow,TX,North-South,1665,-16855.84
Generation,wind,north,1666,0.0
Generation,wind,south,1666,0.0
Generation,solar,north,1666,0.0
Generation,solar,south,1666,39368.6
Generation,gas,north,1666,0.0
Generation,gas,south,1666,0.0
Generation,batt,north,1666,
Generation,batt,south,1666,
Charge,batt,north,1666,0.0
Discharge,batt,north,1666,0.0
Storage,batt,north,1666,0.0
Charge,batt,south,1666,0.0
Discharge,batt,south,1666,0.0
Storage,batt,south,1666,0.0
Flow,TX,North-South,1666,-15747.44
Generation,wind,north,1667,0.0
Generation,wind,south,1667,0.0
Generation,solar,north,1667,0.0
Generation,solar,south,1667,40344.0
Generation,gas,north,1667,0.0
Generation,gas,south,1667,0.0
Generation,batt,north,1667,
Generation,batt,south,1667,
Charge,batt,north,1667,0.0
Discharge,batt,north,1667,0.0
Storage,batt,north,1667,0.0
Charge,batt,south,1667,0.0
Discharge,batt,south,1667,0.0
Storage,batt,south,1667,0.0
Flow,TX,North-South,1667,-16137.6
Generation,wind,north,1668,0.0
Generation,wind,south,1668,0.0
Generation,solar,north,1668,0.0
Generation,solar,south,1668,41351.8
Generation,gas,north,1668,0.0
Generation,gas,south,1668,0.0
Generation,batt,north,1668,
Generation,batt,south,1668,
Charge,batt,north,1668,0.0
Discharge,batt,north,1668,0.0
Storage,batt,north,1668,0.0
Charge,batt,south,1668,0.0
Discharge,batt,south,1668,0.0
Storage,batt,south,1668,0.0
Flow,TX,North-South,1668,-16540.72
Generation,wind,north,1669,0.0
Generation,wind,south,1669,0.0
Generation,solar,north,1669,0.0
Generation,solar,south,1669,40009.6
Generation,gas,north,1669,0.0
Generation,gas,south,1669,0.0
Generation,batt,north,1669,
Generation,batt,south,1669,
Charge,batt,north,1669,0.0
Discharge,batt,north,1669,0.0
Storage,batt,north,1669,0.0
Charge,batt,south,1669,0.0
Discharge,batt,south,1669,0.0
Storage,batt,south,1669,0.0
Flow,TX,North-South,1669,-16003.84
Generation,wind,north,1670,0.0
Generation,wind,south,1670,0.0
Generation,solar,north,1670,0.0
Generation,solar,south,1670,106591.91
Generation,gas,north,1670,0.0
Generation,gas,south,1670,0.0
Generation,batt,north,1670,
Generation,batt,south,1670,
Charge,batt,north,1670,5195.1598
Discharge,batt,north,1670,0.0
Storage,batt,north,1670,4675.6438
Charge,batt,south,1670,62094.554
Discharge,batt,south,1670,0.0
Storage,batt,south,1670,55885.099
Flow,TX,North-South,1670,-20916.04
Generation,wind,north,1671,0.0
Generation,wind,south,1671,0.0
Generation,solar,north,1671,0.0
Generation,solar,south,1671,141696.87
Generation,gas,north,1671,0.0
Generation,gas,south,1671,0.0
Generation,batt,north,1671,
Generation,batt,south,1671,
Charge,batt,north,1671,5460.7598
Discharge,batt,north,1671,0.0
Storage,batt,north,1671,9590.3277
Charge,batt,south,1671,97597.915
Discharge,batt,south,1671,0.0
Storage,batt,south,1671,143723.22
Flow,TX,North-South,1671,-20916.04
Generation,wind,north,1672,0.0
Generation,wind,south,1672,0.0
Generation,solar,north,1672,0.0
Generation,solar,south,1672,142118.07
Generation,gas,north,1672,0.0
Generation,gas,south,1672,0.0
Generation,batt,north,1672,
Generation,batt,south,1672,
Charge,batt,north,1672,5179.9598
Discharge,batt,north,1672,0.0
Storage,batt,north,1672,14252.292
Charge,batt,south,1672,97597.915
Discharge,batt,south,1672,0.0
Storage,batt,south,1672,231561.35
Flow,TX,North-South,1672,-20916.04
Generation,wind,north,1673,0.0
Generation,wind,south,1673,0.0
Generation,solar,north,1673,0.0
Generation,solar,south,1673,135365.36
Generation,gas,north,1673,0.0
Generation,gas,south,1673,0.0
Generation,batt,north,1673,
Generation,batt,south,1673,
Charge,batt,north,1673,546.047
Discharge,batt,north,1673,0.0
Storage,batt,north,1673,14743.734
Charge,batt,south,1673,97597.915
Discharge,batt,south,1673,0.0
Storage,batt,south,1673,319399.47
Flow,TX,North-South,1673,-15434.607
Generation,wind,north,1674,0.0
Generation,wind,south,1674,0.0
Generation,solar,north,1674,0.0
Generation,solar,south,1674,0.0
Generation,gas,north,1674,0.0
Generation,gas,south,1674,0.0
Generation,batt,north,1674,
Generation,batt,south,1674,
Charge,batt,north,1674,0.0
Discharge,batt,north,1674,0.0
Storage,batt,north,1674,14743.734
Charge,batt,south,1674,0.0
Discharge,batt,south,1674,34400.4
Storage,batt,south,1674,284999.07
Flow,TX,North-South,1674,-13760.16
Generation,wind,north,1675,0.0
Generation,wind,south,1675,0.0
Generation,solar,north,1675,0.0
Generation,solar,south,1675,9628.4985
Generation,gas,north,1675,0.0
Generation,gas,south,1675,0.0
Generation,batt,north,1675,
Generation,batt,south,1675,
Charge,batt,north,1675,0.0
Discharge,batt,north,1675,0.0
Storage,batt,north,1675,14743.734
Charge,batt,south,1675,0.0
Discharge,batt,south,1675,24507.701
Storage,batt,south,1675,260491.37
Flow,TX,North-South,1675,-13654.48
Generation,wind,north,1676,0.0
Generation,wind,south,1676,0.0
Generation,solar,north,1676,0.0
Generation,solar,south,1676,36248.465
Generation,gas,north,1676,0.0
Generation,gas,south,1676,0.0
Generation,batt,north,1676,
Generation,batt,south,1676,
Charge,batt,north,1676,3373.065
Discharge,batt,north,1676,0.0
Storage,batt,north,1676,17779.492
Charge,batt,south,1676,0.0
Discharge,batt,south,1676,0.0
Storage,batt,south,1676,260491.37
Flow,TX,North-South,1676,-16523.225
Generation,wind,north,1677,0.0
Generation,wind,south,1677,0.0
Generation,solar,north,1677,0.0
Generation,solar,south,1677,0.0
Generation,gas,north,1677,0.0
Generation,gas,south,1677,0.0
Generation,batt,north,1677,
Generation,batt,south,1677,
Charge,batt,north,1677,0.0
Discharge,batt,north,1677,0.0
Storage,batt,north,1677,17779.492
Charge,batt,south,1677,0.0
Discharge,batt,south,1677,27060.8
Storage,batt,south,1677,233430.57
Flow,TX,North-South,1677,-10824.32
Generation,wind,north,1678,0.0
Generation,wind,south,1678,0.0
Generation,solar,north,1678,0.0
Generation,solar,south,1678,0.0
Generation,gas,north,1678,0.0
Generation,gas,south,1678,0.0
Generation,batt,north,1678,
Generation,batt,south,1678,
Charge,batt,north,1678,0.0
Discharge,batt,north,1678,0.0
Storage,batt,north,1678,17779.492
Charge,batt,south,1678,0.0
Discharge,batt,south,1678,29634.2
Storage,batt,south,1678,203796.37
Flow,TX,North-South,1678,-11853.68
Generation,wind,north,1679,0.0
Generation,wind,south,1679,0.0
Generation,solar,north,1679,0.0
Generation,solar,south,1679,7929.3517
Generation,gas,north,1679,0.0
Generation,gas,south,1679,0.0
Generation,batt,north,1679,
Generation,batt,south,1679,
Charge,batt,north,1679,0.0
Discharge,batt,north,1679,0.0
Storage,batt,north,1679,17779.492
Charge,batt,south,1679,0.0
Discharge,batt,south,1679,21618.448
Storage,batt,south,1679,182177.92
Flow,TX,North-South,1679,-11819.12
Generation,wind,north,1680,0.0
Generation,wind,south,1680,0.0
Generation,solar,north,1680,0.0
Generation,solar,south,1680,27186.349
Generation,gas,north,1680,0.0
Generation,gas,south,1680,0.0
Generation,batt,north,1680,
Generation,batt,south,1680,
Charge,batt,north,1680,0.0
Discharge,batt,north,1680,0.0
Storage,batt,north,1680,17779.492
Charge,batt,south,1680,0.0
Discharge,batt,south,1680,5652.8512
Storage,batt,south,1680,176525.07
Flow,TX,North-South,1680,-13135.68
Generation,wind,north,1681,0.0
Generation,wind,south,1681,0.0
Generation,solar,north,1681,0.0
Generation,solar,south,1681,0.0
Generation,gas,north,1681,0.0
Generation,gas,south,1681,0.0
Generation,batt,north,1681,
Generation,batt,south,1681,
Charge,batt,north,1681,0.0
Discharge,batt,north,1681,3794.9896
Storage,batt,north,1681,13984.503
Charge,batt,south,1681,0.0
Discharge,batt,south,1681,25491.61
Storage,batt,south,1681,151033.46
Flow,TX,North-South,1681,-7919.6504
Generation,wind,north,1682,0.0
Generation,wind,south,1682,0.0
Generation,solar,north,1682,0.0
Generation,solar,south,1682,0.0
Generation,gas,north,1682,0.0
Generation,gas,south,1682,0.0
Generation,batt,north,1682,
Generation,batt,south,1682,
Charge,batt,north,1682,0.0
Discharge,batt,north,1682,0.0
Storage,batt,north,1682,13984.503
Charge,batt,south,1682,0.0
Discharge,batt,south,1682,34256.4
Storage,batt,south,1682,116777.06
Flow,TX,North-South,1682,-13702.56
Generation,wind,north,1683,0.0
Generation,wind,south,1683,0.0
Generation,solar,north,1683,0.0
Generation,solar,south,1683,5097.4404
Generation,gas,north,1683,0.0
Generation,gas,south,1683,0.0
Generation,batt,north,1683,
Generation,batt,south,1683,
Charge,batt,north,1683,0.0
Discharge,batt,north,1683,6992.2514
Storage,batt,north,1683,6992.2514
Charge,batt,south,1683,0.0
Discharge,batt,south,1683,17672.708
Storage,batt,south,1683,99104.349
Flow,TX,North-South,1683,-4912.7086
Generation,wind,north,1684,0.0
Generation,wind,south,1684,0.0
Generation,solar,north,1684,0.0
Generation,solar,south,1684,0.0
Generation,gas,north,1684,0.0
Generation,gas,south,1684,0.0
Generation,batt,north,1684,
Generation,batt,south,1684,
Charge,batt,north,1684,0.0
Discharge,batt,north,1684,0.0
Storage,batt,north,1684,6992.2514
Charge,batt,south,1684,0.0
Discharge,batt,south,1684,32785.0
Storage,batt,south,1684,66319.349
Flow,TX,North-South,1684,-13114.0
Generation,wind,north,1685,0.0
Generation,wind,south,1685,0.0
Generation,solar,north,1685,0.0
Generation,solar,south,1685,0.0
Generation,gas,north,1685,0.0
Generation,gas,south,1685,0.0
Generation,batt,north,1685,
Generation,batt,south,1685,
Charge,batt,north,1685,0.0
Discharge,batt,north,1685,6992.2514
Storage,batt,north,1685,0.0
Charge,batt,south,1685,0.0
Discharge,batt,south,1685,28450.749
Storage,batt,south,1685,37868.6
Flow,TX,North-South,1685,-7184.9486
Generation,wind,north,1686,0.0
Generation,wind,south,1686,0.0
Generation,solar,north,1686,0.0
Generation,solar,south,1686,0.0
Generation,gas,north,1686,0.0
Generation,gas,south,1686,0.0
Generation,batt,north,1686,
Generation,batt,south,1686,
Charge,batt,north,1686,0.0
Discharge,batt,north,1686,0.0
Storage,batt,north,1686,0.0
Charge,batt,south,1686,0.0
Discharge,batt,south,1686,37868.6
Storage,batt,south,1686,0.0
Flow,TX,North-South,1686,-15147.44
Generation,wind,north,1687,0.0
Generation,wind,south,1687,0.0
Generation,solar,north,1687,0.0
Generation,solar,south,1687,39053.4
Generation,gas,north,1687,0.0
Generation,gas,south,1687,0.0
Generation,batt,north,1687,
Generation,batt,south,1687,
Charge,batt,north,1687,0.0
Discharge,batt,north,1687,0.0
Storage,batt,north,1687,0.0
Charge,batt,south,1687,0.0
Discharge,batt,south,1687,0.0
Storage,batt,south,1687,0.0
Flow,TX,North-South,1687,-15621.36
Generation,wind,north,1688,0.0
Generation,wind,south,1688,0.0
Generation,solar,north,1688,0.0
Generation,solar,south,1688,40129.0
Generation,gas,north,1688,0.0
Generation,gas,south,1688,0.0
Generation,batt,north,1688,
Generation,batt,south,1688,
Charge,batt,north,1688,0.0
Discharge,batt,north,1688,0.0
Storage,batt,north,1688,0.0
Charge,batt,south,1688,0.0
Discharge,batt,south,1688,0.0
Storage,batt,south,1688,0.0
Flow,TX,North-South,1688,-16051.6
Generation,wind,north,1689,0.0
Generation,wind,south,1689,0.0
Generation,solar,north,1689,0.0
Generation,solar,south,1689,41365.4
Generation,gas,north,1689,0.0
Generation,gas,south,1689,0.0
Generation,batt,north,1689,
Generation,batt,south,1689,
Charge,batt,north,1689,0.0
Discharge,batt,north,1689,0.0
Storage,batt,north,1689,0.0
Charge,batt,south,1689,0.0
Discharge,batt,south,1689,0.0
Storage,batt,south,1689,0.0
Flow,TX,North-South,1689,-16546.16
Generation,wind,north,1690,0.0
Generation,wind,south,1690,0.0
Generation,solar,north,1690,0.0
Generation,solar,south,1690,40373.8
Generation,gas,north,1690,0.0
Generation,gas,south,1690,0.0
Generation,batt,north,1690,
Generation,batt,south,1690,
Charge,batt,north,1690,0.0
Discharge,batt,north,1690,0.0
Storage,batt,north,1690,0.0
Charge,batt,south,1690,0.0
Discharge,batt,south,1690,0.0
Storage,batt,south,1690,0.0
Flow,TX,North-South,1690,-16149.52
Generation,wind,north,1691,0.0
Generation,wind,south,1691,0.0
Generation,solar,north,1691,0.0
Generation,solar,south,1691,45126.2
Generation,gas,north,1691,0.0
Generation,gas,south,1691,0.0
Generation,batt,north,1691,
Generation,batt,south,1691,
Charge,batt,north,1691,0.0
Discharge,batt,north,1691,0.0
Storage,batt,north,1691,0.0
Charge,batt,south,1691,0.0
Discharge,batt,south,1691,0.0
Storage,batt,south,1691,0.0
Flow,TX,North-South,1691,-18050.48
Generation,wind,north,1692,0.0
Generation,wind,south,1692,0.0
Generation,solar,north,1692,0.0
Generation,solar,south,1692,46743.6
Generation,gas,north,1692,0.0
Generation,gas,south,1692,0.0
Generation,batt,north,1692,
Generation,batt,south,1692,
Charge,batt,north,1692,0.0
Discharge,batt,north,1692,0.0
Storage,batt,north,1692,0.0
Charge,batt,south,1692,0.0
Discharge,batt,south,1692,0.0
Storage,batt,south,1692,0.0
Flow,TX,North-South,1692,-18697.44
Generation,wind,north,1693,0.0
Generation,wind,south,1693,0.0
Generation,solar,north,1693,0.0
Generation,solar,south,1693,41229.4
Generation,gas,north,1693,0.0
Generation,gas,south,1693,0.0
Generation,batt,north,1693,
Generation,batt,south,1693,
Charge,batt,north,1693,0.0
Discharge,batt,north,1693,0.0
Storage,batt,north,1693,0.0
Charge,batt,south,1693,0.0
Discharge,batt,south,1693,0.0
Storage,batt,south,1693,0.0
Flow,TX,North-South,1693,-16491.76
Generation,wind,north,1694,0.0
Generation,wind,south,1694,0.0
Generation,solar,north,1694,0.0
Generation,solar,south,1694,51068.255
Generation,gas,north,1694,0.0
Generation,gas,south,1694,0.0
Generation,batt,north,1694,
Generation,batt,south,1694,
Charge,batt,north,1694,0.0
Discharge,batt,north,1694,0.0
Storage,batt,north,1694,0.0
Charge,batt,south,1694,7672.0547
Discharge,batt,south,1694,0.0
Storage,batt,south,1694,6904.8493
Flow,TX,North-South,1694,-17358.48
Generation,wind,north,1695,0.0
Generation,wind,south,1695,0.0
Generation,solar,north,1695,0.0
Generation,solar,south,1695,137728.91
Generation,gas,north,1695,0.0
Generation,gas,south,1695,0.0
Generation,batt,north,1695,
Generation,batt,south,1695,
Charge,batt,north,1695,0.0
Discharge,batt,north,1695,0.0
Storage,batt,north,1695,0.0
Charge,batt,south,1695,97597.915
Discharge,batt,south,1695,0.0
Storage,batt,south,1695,94742.972
Flow,TX,North-South,1695,-16052.4
Generation,wind,north,1696,0.0
Generation,wind,south,1696,0.0
Generation,solar,north,1696,0.0
Generation,solar,south,1696,141046.23
Generation,gas,north,1696,0.0
Generation,gas,south,1696,0.0
Generation,batt,north,1696,
Generation,batt,south,1696,
Charge,batt,north,1696,5894.5198
Discharge,batt,north,1696,0.0
Storage,batt,north,1696,5305.0678
Charge,batt,south,1696,97597.915
Discharge,batt,south,1696,0.0
Storage,batt,south,1696,182581.1
Flow,TX,North-South,1696,-20916.04
Generation,wind,north,1697,0.0
Generation,wind,south,1697,0.0
Generation,solar,north,1697,0.0
Generation,solar,south,1697,141029.18
Generation,gas,north,1697,0.0
Generation,gas,south,1697,0.0
Generation,batt,north,1697,
Generation,batt,south,1697,
Charge,batt,north,1697,5890.6697
Discharge,batt,north,1697,0.0
Storage,batt,north,1697,10606.671
Charge,batt,south,1697,97597.915
Discharge,batt,south,1697,0.0
Storage,batt,south,1697,270419.22
Flow,TX,North-South,1697,-20906.91
Generation,wind,north,1698,0.0
Generation,wind,south,1698,0.0
Generation,solar,north,1698,0.0
Generation,solar,south,1698,20389.762
Generation,gas,north,1698,0.0
Generation,gas,south,1698,0.0
Generation,batt,north,1698,
Generation,batt,south,1698,
Charge,batt,north,1698,0.0
Discharge,batt,north,1698,0.0
Storage,batt,north,1698,10606.671
Charge,batt,south,1698,0.0
Discharge,batt,south,1698,17956.238
Storage,batt,south,1698,252462.98
Flow,TX,North-South,1698,-15338.4
Generation,wind,north,1699,0.0
Generation,wind,south,1699,0.0
Generation,solar,north,1699,0.0
Generation,solar,south,1699,0.0
Generation,gas,north,1699,0.0
Generation,gas,south,1699,0.0
Generation,batt,north,1699,
Generation,batt,south,1699,
Charge,batt,north,1699,0.0
Discharge,batt,north,1699,6992.2514
Storage,batt,north,1699,3614.4191
Charge,batt,south,1699,0.0
Discharge,batt,south,1699,26096.149
Storage,batt,south,1699,226366.83
Flow,TX,North-South,1699,-6243.1086
Generation,wind,north,1700,0.0
Generation,wind,south,1700,0.0
Generation,solar,north,1700,0.0
Generation,solar,south,1700,22655.291
Generation,gas,north,1700,0.0
Generation,gas,south,1700,0.0
Generation,batt,north,1700,
Generation,batt,south,1700,
Charge,batt,north,1700,0.0
Discharge,batt,north,1700,0.0
Storage,batt,north,1700,3614.4191
Charge,batt,south,1700,0.0
Discharge,batt,south,1700,10590.709
Storage,batt,south,1700,215776.12
Flow,TX,North-South,1700,-13298.4
Generation,wind,north,1701,0.0
Generation,wind,south,1701,0.0
Generation,solar,north,1701,0.0
Generation,solar,south,1701,19256.997
Generation,gas,north,1701,0.0
Generation,gas,south,1701,0.0
Generation,batt,north,1701,
Generation,batt,south,1701,
Charge,batt,north,1701,0.0
Discharge,batt,north,1701,0.0
Storage,batt,north,1701,3614.4191
Charge,batt,south,1701,0.0
Discharge,batt,south,1701,13949.003
Storage,batt,south,1701,201827.12
Flow,TX,North-South,1701,-13282.4
Generation,wind,north,1702,0.0
Generation,wind,south,1702,0.0
Generation,solar,north,1702,0.0
Generation,solar,south,1702,48142.493
Generation,gas,north,1702,0.0
Generation,gas,south,1702,0.0
Generation,batt,north,1702,
Generation,batt,south,1702,
Charge,batt,north,1702,6992.2514
Discharge,batt,north,1702,0.0
Storage,batt,north,1702,9907.4454
Charge,batt,south,1702,6875.4412
Discharge,batt,south,1702,0.0
Storage,batt,south,1702,208015.02
Flow,TX,North-South,1702,-20702.171
Generation,wind,north,1703,0.0
Generation,wind,south,1703,0.0
Generation,solar,north,1703,0.0
Generation,solar,south,1703,40213.141
Generation,gas,north,1703,0.0
Generation,gas,south,1703,0.0
Generation,batt,north,1703,
Generation,batt,south,1703,
Charge,batt,north,1703,6992.2514
Discharge,batt,north,1703,0.0
Storage,batt,north,1703,16200.472
Charge,batt,south,1703,207.4895
Discharge,batt,south,1703,0.0
Storage,batt,south,1703,208201.76
Flow,TX,North-South,1703,-20197.611
Generation,wind,north,1704,0.0
Generation,wind,south,1704,0.0
Generation,solar,north,1704,0.0
Generation,solar,south,1704,0.0
Generation,gas,north,1704,0.0
Generation,gas,south,1704,0.0
Generation,batt,north,1704,
Generation,batt,south,1704,
Charge,batt,north,1704,0.0
Discharge,batt,north,1704,0.0
Storage,batt,north,1704,16200.472
Charge,batt,south,1704,0.0
Discharge,batt,south,1704,32980.4
Storage,batt,south,1704,175221.36
Flow,TX,North-South,1704,-13192.16
Generation,wind,north,1705,0.0
Generation,wind,south,1705,0.0
Generation,solar,north,1705,0.0
Generation,solar,south,1705,1132.7645
Generation,gas,north,1705,0.0
Generation,gas,south,1705,0.0
Generation,batt,north,1705,
